"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
2dd2a8cc-3cca-49a5-b554-9e231f676efa,86b6ae20-35f3-40dc-92cd-7dff4dcaae92,"#N/A","#N/A","#N/A","#N/A","Darius Adamczyk became President and CEO of Honeywell in April 2017 and was elected to the Company’s Board of Directors in 2016. Previously, Adamczyk served as Honeywell’s President and Chief Operating Officer, responsible for driving continued profitable growth of the Company’s operating businesses through HOS Gold breakthrough growth strategies, including advanced software offerings that complement a diverse technology portfolio.",jmanningcongagdo+235@gmail.com,"#N/A","#N/A",Gleda,"#N/A","#N/A",Daryl,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(939) 937-4190,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
2e5d18bc-c78e-4f3a-9232-1d182b3ebd6b,1ec20c72-c594-423e-9464-5433a92d0b82,"#N/A","#N/A","#N/A","#N/A","Don Liu is executive vice president and chief legal & risk officer for Target and a member of its executive leadership team. He oversees all legal, risk and compliance, corporate governance and governmental affairs matters for the company.",jmanningcongagdo+293@gmail.com,"#N/A","#N/A",Harriott,"#N/A","#N/A",Waverley,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(438) 369-2472,"#N/A","#N/A",EVP and Chief Legal & Risk Officer,Prodly,"#N/A","#N/A",false,false
2e8aa85d-3156-4975-af14-20290bef2bfd,50a8213d-7df3-40dd-b8d3-6c81ab62b3ee,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+806@gmail.com,"#N/A","#N/A",Frederica,"#N/A","#N/A",Russ,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4042,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
2ec8e0c6-3a00-48a3-b25e-a4ebcfb4f4dd,3e676566-6478-4799-8540-bffc9c15bdef,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+121@gmail.com,"#N/A","#N/A",Cam,"#N/A","#N/A",Konrad,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",77 4352 5277,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
2ed25f60-2d09-4d3e-ad20-5890eb4178f8,c33425fc-b1df-4a78-8fb6-2a799daca718,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+364@gmail.com,"#N/A","#N/A",Eyde,"#N/A","#N/A",Curr,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0103,"#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
2f467a1d-683f-482f-8271-e40f7f54ca4c,2ec980da-f689-44ae-956d-0f22c1a200b3,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+166@gmail.com,"#N/A","#N/A",Ginnie,"#N/A","#N/A",Tallie,"#N/A",London,UK,"#N/A","#N/A","#N/A",SW6 0EP,"#N/A",39 Crown Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",88 6365 8742,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
2f4a3b55-322d-4fbc-ae40-0657f00880f6,3d058062-026a-4c6d-8a06-1d9186d24864,"#N/A","#N/A","#N/A","#N/A","Martin is responsible for overseeing all legal, regulatory and compliance functions across the Express Scripts organization. Martin has served in various leadership roles within Legal since joining Express Scripts in 2001, most recently as Vice President and Deputy General Counsel, leading the corporate, mergers & acquisitions, litigation, and labor & employment groups, and serving as corporate secretary to the Express Scripts Board of Directors.",jmanningcongagdo+329@gmail.com,"#N/A","#N/A",Melesa,"#N/A","#N/A",Merell,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(578) 569-5456,"#N/A","#N/A","SVP, General Counsel and Corperate Secretary",Prodly,"#N/A","#N/A",false,false
2f79fe49-ec9b-4e1d-abf8-098c48e76bc4,0daf3d8a-1900-4589-8e14-d2591f2f14cd,"#N/A","#N/A","#N/A","#N/A","Doug Lankler joined Pfizer in 1999 and currently serves as general counsel. Prior to being named general counsel, Doug was Pfizer's chief compliance and risk officer, a role he assumed in 2006.",jmanningcongagdo+870@gmail.com,"#N/A","#N/A",Caresa,"#N/A","#N/A",Lanie,"#N/A",Nashville,USA,"#N/A","#N/A","#N/A",37213,TN,1 Titans Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(909) 136-7609,"#N/A","#N/A","EVP, General Counsel",Prodly,"#N/A","#N/A",false,false
2f90386a-d04e-4287-a7b2-bfcf4a4af347,dd473e33-1f6b-42b7-a337-96267e991e5c,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+353@gmail.com,"#N/A","#N/A",Emilia,"#N/A","#N/A",Otto,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(484)576-8708,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
30128286-dc6d-4dc4-9c78-d868c6c8ee5a,0fc8c784-6383-4d1c-948a-1a924279f325,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+569@gmail.com,"#N/A","#N/A",Idalia,"#N/A","#N/A",Daryl,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3951,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
307b7e4c-f57e-4c17-a4fe-bc48ebd842d6,98491fdc-ec70-4799-b9d8-2f95a83627db,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+281@gmail.com,"#N/A","#N/A",Morganne,"#N/A","#N/A",Mill,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(625) 767-8981,"#N/A","#N/A","SVP, Chief communications Officer",Prodly,"#N/A","#N/A",false,false
31e92fe0-9239-4bc8-804c-25c347a00175,3f73763e-176e-4d5f-964d-c3ce827ce81a,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+700@gmail.com,"#N/A","#N/A",Corrina,"#N/A","#N/A",Donovan,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3991,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
320031b5-9e1d-46de-b89a-925a517987ba,e5b18370-6a6c-42cb-896c-0a20f24d78da,"#N/A","#N/A","#N/A","#N/A","Mr. Callahan manages global Operations & Technology at Citi. He is the Executive Chair of the Chief Information Officer Council, which sets global standards for all technology throughout Citi, and leads the Digital Governance Office, which drives digital transformation across Citi's businesses. Mr. Callahan is also responsible for developing and implementing Citi's global information security strategy.",jmanningcongagdo+875@gmail.com,"#N/A","#N/A",Kayley,"#N/A","#N/A",Isacco,"#N/A",Boston,USA,"#N/A","#N/A","#N/A",2215,MA,4 Yawkey Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(996) 657-2283,"#N/A","#N/A",Head of Operations & Technology,Prodly,"#N/A","#N/A",false,false
322f9a24-0283-4e7e-9159-a67c29587087,5c5b9808-b9e8-4cc1-8585-6f429aae0f50,"#N/A","#N/A",1976-08-09,"#N/A","#N/A",jmanningcongagdo+456@gmail.com,"#N/A","#N/A",Tamarah,"#N/A","#N/A",Maynord,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(731) 388-3197,"#N/A","#N/A",Director,Prodly,"#N/A","#N/A",false,false
3321026b-8a7d-4ad4-96ff-953e1da4e20d,d2f2addf-e67a-4f4d-849b-fa0b521e21ff,"#N/A","#N/A",1975-09-02,"#N/A","D’Arcy F. Rudnay serves as Executive Vice President and Chief Communications Officer for Comcast Corporation. In this role, she reports to and serves as the communications counsel to the Chairman and CEO. She works closely with other members of the executive team and leads the management of the company’s brand, reputation and strategic communications activities across Comcast Corporation.",jmanningcongagdo+226@gmail.com,"#N/A","#N/A",Blondelle,"#N/A","#N/A",Townsend,"#N/A",London,United Kingdom,"#N/A","#N/A","#N/A",EC2N 4AY,"#N/A",110 Bishopsgate,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(735) 868-6124,"#N/A","#N/A",EVP and CCO,Prodly,"#N/A","#N/A",false,false
33480e51-aa21-443f-ad6c-b40e3b93c579,ac9a8dad-559c-4927-9818-b5841fa186c6,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+566@gmail.com,"#N/A","#N/A",Gavrielle,"#N/A","#N/A",Georg,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+81 725 925939,"#N/A","#N/A","Vice President, IT",Prodly,"#N/A","#N/A",false,false
3374136d-2fb9-48cb-936c-1843a7793412,4ae8415a-5707-49c2-aa28-b442fa1ba313,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+246@gmail.com,"#N/A","#N/A",Bobinette,"#N/A","#N/A",Keir,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(402)952-5052,"#N/A","#N/A",CSO,Prodly,"#N/A","#N/A",false,false
33bb4e54-e8a3-45a5-9643-029fb36a6515,3b278519-9a0d-4a24-90e2-09e37854f2bd,"#N/A",(03) 6686 8203,"#N/A",Operations,"#N/A",jmanningcongagdo+699@gmail.com,"#N/A",(03) 6686 8203,Lilas,"#N/A","#N/A",Gordy,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,0424 286 735,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,(03) 6686 8203,"#N/A","#N/A",Purchasing,Prodly,"#N/A","#N/A",false,false
33d5c963-6b5a-4400-ab3c-93bee6c8d1c3,183b799a-5164-474d-90cb-e088f04935eb,"#N/A",(07) 6810 8117,"#N/A",CEO,"#N/A",jmanningcongagdo+53@gmail.com,"#N/A",(07) 6810 8117,Margie,"#N/A","#N/A",Thedric,"#N/A",Annerley,Australia,"#N/A","#N/A","#N/A",4103,QLD,10 Wingfield St,0418 861 707,Annerley,Australia,"#N/A","#N/A","#N/A","#N/A",4103,QLD,10 Wingfield St,(07) 6810 8117,"#N/A","#N/A",Owner,Prodly,"#N/A","#N/A",false,false
33de9797-af29-4b74-9f83-de30f6c11397,1cbe18e4-516c-450b-8b50-fc2fbc1b795a,"#N/A","#N/A","#N/A","#N/A","#N/A",info@salesforce.com,"#N/A",(212) 555-5555,Leanne,"#N/A","#N/A",Tomlin,"#N/A",New York,USA,"#N/A","#N/A","#N/A",31349,NY,10 Main Rd.,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(212) 555-5555,"#N/A","#N/A",VP Customer Support,"#N/A","#N/A","#N/A",false,false
3404f3bf-2e02-4b61-bb46-1e8569c213f2,9fa9c141-6b6b-417b-8567-d8c2d74c5243,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+492@gmail.com,"#N/A","#N/A",Noell,"#N/A","#N/A",Alister,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+33 0 1 42 14 20 00,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
340d5681-0ff7-4101-94bd-db14a33b5740,aaa3964b-6292-4bdf-a329-9414b75a43d2,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+760@gmail.com,"#N/A","#N/A",Halli,"#N/A","#N/A",Umberto,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4023,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
345d645e-a2ea-4e9d-b9a6-46a43d282800,06da48ab-f4f5-4606-8eeb-216493218154,"#N/A",(03) 6914 6514,"#N/A",Sales,"#N/A",jmanningcongagdo+99@gmail.com,"#N/A",(03) 6914 6514,Mabel,"#N/A","#N/A",Alva,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,0424 405 164,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,(03) 6914 6514,"#N/A","#N/A",VP of Sales,Prodly,"#N/A","#N/A",false,false
34d455cc-022b-4454-b64b-b4bc5a83c4e3,502fe618-550f-4f1a-b6bc-b27df8c495b1,"#N/A","#N/A",2001-06-11,"#N/A","#N/A",jmanningcongagdo+484@gmail.com,"#N/A","#N/A",Celinka,"#N/A","#N/A",Pembroke,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 20 5678 9898,"#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
3550c6c3-381b-49ff-95d2-9268fccd6425,300e6640-8de8-42da-b0ec-beec16d5a43b,"#N/A","#N/A",1976-07-12,"#N/A","#N/A",jmanningcongagdo+494@gmail.com,"#N/A","#N/A",Lurette,"#N/A","#N/A",Ivor,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
355a3549-248b-4610-9641-2bb6f486c848,50392b06-ee37-49bf-abf8-7d2be1fdbfba,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+500@gmail.com,"#N/A","#N/A",Maggi,"#N/A","#N/A",Berke,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3932,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
358798b7-12c9-4c24-8867-d7823823472b,f6346d65-4770-4b63-ba83-838486a23ea4,"#N/A",(02) 8061 6601,"#N/A",Business Development,"#N/A",jmanningcongagdo+44@gmail.com,"#N/A",(02) 8061 6601,Jacki,"#N/A","#N/A",Udell,"#N/A",Riverview,Australia,"#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,0410 305 697,Riverview,Australia,"#N/A","#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,(02) 8061 6601,"#N/A","#N/A",EVP Business Development,Prodly,"#N/A","#N/A",false,false
35acdf88-ee53-4713-ae7f-bd576889878d,e515610b-2f30-4ab1-af21-4a1942fab742,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+552@gmail.com,"#N/A","#N/A",Tawsha,"#N/A","#N/A",Padget,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0383 7228120,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
3658e8d2-b561-4486-b814-42dd39ce1278,48cf244a-850e-490b-88f6-76e4eeaf7b9c,"#N/A","#N/A","#N/A","#N/A","Eddy oversees Apple’s industry-leading content stores including the iTunes Store and Apple Music, as well as Apple Pay, Maps, Search Ads, Apple’s innovative iCloud services, and Apple’s productivity and creativity apps. Eddy also leads the newly created team responsible for developing all aspects of Apple’s worldwide video programming. Eddy’s team has an excellent track record of building and strengthening online services to meet and exceed the high expectations of Apple’s customers.",jmanningcongagdo+461@gmail.com,"#N/A","#N/A",Sheri,"#N/A","#N/A",Franklin,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(489) 336-1815,"#N/A","#N/A",SVP Internet and Software Services,Prodly,"#N/A","#N/A",false,false
36807930-7b38-4ce4-883b-d4d097a4d2a0,9c448add-1908-4793-89ce-f2e98ddf6988,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+178@gmail.com,"#N/A","#N/A",Ardeen,"#N/A","#N/A",Stanislaus,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(650) 681-5105,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
36ddd858-9037-43a9-a1bd-b9a164c52dfb,bf4089e0-3e7d-444d-a50d-1445c45ac0a7,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+751@gmail.com,"#N/A","#N/A",Mellicent,"#N/A","#N/A",Garrick,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4014,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
36f22bc8-5af9-4c0a-98ca-9e5d1180feaf,72cb50de-bae3-41af-8cab-44105f1fc019,"#N/A","#N/A","#N/A","#N/A","George S. Barrett is chairman and chief executive officer of Cardinal Health, a company ranked among the top 25 on the Fortune 500 and dedicated to improving the cost-effectiveness of health care.",jmanningcongagdo+137@gmail.com,"#N/A","#N/A",Linnell,"#N/A","#N/A",Whitman,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(534) 959-3670,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
37f80be3-b8d7-4f53-b7e5-16bcb004d38d,dc8a2432-7035-44f0-92e7-9df77e563b69,"#N/A","#N/A","#N/A","#N/A","Mr. Calantzopoulos was named Chief Executive Officer and was elected to the Board of Directors on May 8, 2013. He served as Chief Operating Officer from our spin-off on March 28, 2008 to May 8, 2013. Mr. Calantzopoulos was PMI’s President and Chief Executive Officer between 2002 and the date of the spin-off.",jmanningcongagdo+869@gmail.com,"#N/A","#N/A",Jennie,"#N/A","#N/A",Harcourt,"#N/A",Nashville,USA,"#N/A","#N/A","#N/A",37213,TN,1 Titans Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(102) 111-5274,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
38eaaf01-fc78-406c-b566-234f0943d1d6,e515610b-2f30-4ab1-af21-4a1942fab742,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+109@gmail.com,"#N/A","#N/A",Danni,"#N/A","#N/A",Jarad,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",73 4352 5277,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
39432393-d38a-4129-9a8e-a012ddd17316,3944a566-ecb9-45b8-9687-96698809b1b4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+851@gmail.com,"#N/A","#N/A",Brook,"#N/A","#N/A",Jerrie,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4060,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
39d883be-351e-4504-a1f3-46ff97b36bbd,e86a44e8-69aa-4b0c-9d1c-d384b0c9734d,"#N/A","#N/A",1977-08-10,"#N/A","Mark Thresher is executive vice president, chief financial officer of Nationwide. In addition to finance, Mark leads Nationwide’s corporate strategy, Nationwide’s investment operations and Nationwide Realty Investments, and he is the chair of the Nationwide Bank board of directors.",jmanningcongagdo+520@gmail.com,"#N/A","#N/A",Faith,"#N/A","#N/A",Kenn,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(887) 302-4392,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
3a8b2390-f9da-4fa8-824c-17f55f3eafb6,bcad34b8-16f5-4049-918e-3e734890a61c,"#N/A","#N/A","#N/A","#N/A","Lori A. Schechter is executive vice president, general counsel and chief compliance officer for McKesson Corporation. She is responsible for overseeing McKesson’s general counsel organization, which consists of the law, public affairs, compliance and corporate secretarial functions for McKesson and its subsidiaries.",jmanningcongagdo+342@gmail.com,"#N/A","#N/A",Consolata,"#N/A","#N/A",Emmott,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(952) 203-3951,"#N/A","#N/A","EVP, General Counsel",Prodly,"#N/A","#N/A",false,false
3aefdfcc-3f31-4489-9faf-ee7afdfc5e37,ea447ddb-0bf6-4a31-a3cd-500ada9622aa,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+154@gmail.com,"#N/A","#N/A",Antonietta,"#N/A","#N/A",Stanly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(440)475-1488,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
3c98cff2-0fff-45d1-a18e-e1de77118266,fc1bfb29-1102-4583-9956-00a4a744edb9,"#N/A","#N/A",1973-06-11,"#N/A","Paula Johnson is executive vice president, Legal and Government affairs, general counsel, and corporate secretary for Phillips 66, a diversified energy manufacturing and logistics company. She has nearly 25 years of legal experience.",jmanningcongagdo+534@gmail.com,"#N/A","#N/A",Tanhya,"#N/A","#N/A",Theodoric,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(908) 616-8890,"#N/A","#N/A","EVP, Legal & Government Affairs, General Counsel, Corporate Secretary",Prodly,"#N/A","#N/A",false,false
3cd43477-471b-4da2-99aa-bf824939fc8c,b4b20146-e989-4879-950f-68d5af464bf4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+630@gmail.com,"#N/A","#N/A",Mildred,"#N/A","#N/A",Lambert,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 20 5678 9900,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
3d210adc-f0ca-433b-bbf9-da521f9be272,3669754c-c0dc-4306-b148-e9a87cf2c8c7,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+706@gmail.com,"#N/A","#N/A",Zsazsa,"#N/A","#N/A",Phillipe,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3997,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
3d84b13f-60ce-4ace-9ad1-8556dc7d7647,f38abd17-d193-42e8-88c6-54a6a28581d7,"#N/A",(02) 6512 6327,"#N/A",Sales,"#N/A",jmanningcongagdo+842@gmail.com,"#N/A",(02) 6512 6327,Elane,"#N/A","#N/A",Aurthur,"#N/A",Cecil Hills,Australia,"#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,0420 108 581,Cecil Hills,Australia,"#N/A","#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,(02) 6512 6327,"#N/A","#N/A",Account Executive,Prodly,"#N/A","#N/A",false,false
3d954cfd-7f4a-438a-b30d-272f8dc2afb7,06da48ab-f4f5-4606-8eeb-216493218154,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+815@gmail.com,"#N/A","#N/A",Dorothea,"#N/A","#N/A",Regan,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4051,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
3d9a1b29-77c2-4038-988b-731f4d136575,8e0dd34c-43c1-4f28-8230-5f94238369ee,"#N/A","#N/A","#N/A","#N/A","Allen was named President and Chief Executive Officer in August 2009. He was appointed President and Chief Operating Officer of the company and a member of the Deere & Company Board of Directors in June 2009. Previously, he served as President, Worldwide Construction & Forestry Division and was responsible for the global operations of John Deere Power Systems. He was also responsible for Deere's intelligent mobile equipment technologies and for Deere's advanced technology and engineering. He has served as a senior officer of the company since 2001, with additional responsibilities in human resources, industrial relations, and John Deere Credit's global operations.",jmanningcongagdo+34@gmail.com,"#N/A","#N/A",Bekki,"#N/A","#N/A",Joshuah,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80205,CO,2001 Blake Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(436) 105-2913,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
